epoch,train_loss,val_loss,val_acc
1,0.5738003347423654,0.5964385726952045,0.6665156320797463
2,0.48853986574537844,0.5262190632464716,0.7353874037154509
3,0.45354409355092673,0.5112550411361562,0.750339827820571
4,0.4308615807555312,0.5292654450954114,0.7308563661078387
5,0.40447858354230415,0.5519095783488589,0.7149977344811962
6,0.39357190154296967,0.6547505884187816,0.6592659719075669
7,0.38168189151116316,0.6709765169919752,0.6579066606252831
8,0.3694858753400182,0.6274565146230819,0.674218396012687
9,0.35238684820566846,0.8545745042151437,0.5926597190756683
10,0.34237753642437574,0.6682024686704894,0.6628908019936566
11,0.33129214521764305,0.7044982851550867,0.6565473493429995
12,0.33116851143153925,0.7657608908930676,0.6357045763479837
13,0.32914562170762746,0.6763588847161204,0.6583597643860444
14,0.32025339988719737,0.7724948137606978,0.6393294064340734
15,0.31656567307893296,0.6537601753333385,0.6769370185772542
16,0.3092797756032952,0.7014759292848843,0.6610783869506117
17,0.3090971779628764,0.7516809530694614,0.6556411418214771
18,0.3098796885173535,0.8292130140303269,0.6456728590847304
19,0.30060604692910436,0.8251000290063911,0.6529225192569098
20,0.30297872780780843,0.8114132573013668,0.6524694154961486
21,0.29578969136542443,0.7471884374819463,0.6665156320797463
22,0.29239828269911805,0.807871580934114,0.6474852741277752
23,0.2934220101978167,0.7707483083833436,0.6619845944721341
24,0.28849324611026594,0.8222260362809203,0.6474852741277752
25,0.2965179522904286,0.781192459074901,0.6610783869506117
26,0.2935358612837839,0.8445133960349667,0.647032170367014
27,0.2863469703404988,0.8233873350997288,0.6538287267784323
28,0.29097594873319405,0.7996736943154622,0.6588128681468056
29,0.2825495532071277,0.8375705253986088,0.6506570004531037
30,0.28472989340965466,0.8188277763590102,0.6551880380607159
31,0.28986121473643095,0.8837411935425582,0.6397825101948346
32,0.2869125189072202,0.8648979494784501,0.6456728590847304
33,0.27780283586285054,0.8821275590986054,0.6425011327594019
34,0.28837977382181346,0.8916946952570927,0.6397825101948346
35,0.2861353593962039,0.8291911250279941,0.6547349342999547
36,0.287512659513183,0.8596978559988788,0.6474852741277752
37,0.27705222168297305,0.8614396577136355,0.6488445854100588
38,0.2754859670334692,0.8775490605836548,0.6456728590847304
39,0.2807741498849874,0.8640921269005437,0.6492976891708201
40,0.2810711050211897,0.8635152100598482,0.647032170367014
41,0.2808106392757091,0.8804381094369944,0.6438604440416855
42,0.2777314802947524,0.8965366796016909,0.6397825101948346
43,0.2804993666634166,0.8653383932342668,0.6479383778885365
44,0.2853756105748503,0.8480475891160382,0.6506570004531037
45,0.2825596560593205,0.8681905808144151,0.6483914816492977
46,0.28073441425671064,0.8914268563708732,0.6425011327594019
47,0.2795298273522316,0.8909983080493199,0.6420480289986407
48,0.2770659369657176,0.8719017872402016,0.6456728590847304
49,0.2759935626741549,0.8681677974453327,0.6488445854100588
50,0.28297403008961614,0.8324016603507443,0.6551880380607159
51,0.2789582786836737,0.8751377360443752,0.6474852741277752
52,0.2832177433498535,0.896463406642314,0.6415949252378794
53,0.27551103778460406,0.9035471915712603,0.6411418214771183
54,0.27685602510505014,0.8707207934749467,0.6488445854100588
55,0.285792577272097,0.8480148432640453,0.651110104213865
56,0.2806474689667806,0.8841083386282496,0.6474852741277752
57,0.2812225938059477,0.8712146863658665,0.6483914816492977
