epoch,train_loss,val_loss,val_acc
1,0.49495981780918535,1.1224584527614163,0.5165382872677843
2,0.40318615427907767,0.46568142430621356,0.7811508835523335
3,0.3770756855782658,0.44362310265111987,0.8038060715903942
4,0.36664677868620005,0.5201240854264386,0.7489805165382872
5,0.34564871952302434,0.4091879540997822,0.8237426370638876
6,0.34487770653160077,1.128394836044225,0.5555052106932488
7,0.32649447962790323,1.9663817456906123,0.5033982782057091
8,0.3210113489508953,0.9399958302329772,0.5890348889895786
9,0.31589830287834353,0.5260361618972981,0.7521522428636158
10,0.3046783094825468,1.1901885645120567,0.5908473040326234
11,0.29419090465751435,1.5578069047361789,0.562301767104667
12,0.27576517142821527,0.6388072461281419,0.7276846397825102
13,0.2673798809511923,0.5714303302208547,0.7598550067965564
14,0.25604620316519267,0.4371470951175171,0.8124150430448572
15,0.2596886578410296,0.47965973604843526,0.7838695061169008
16,0.2531126812843442,0.48519884151844184,0.7893067512460353
17,0.24312165848309628,0.58290799704136,0.7621205256003625
18,0.2303168667870441,0.5523592750168408,0.7825101948346171
19,0.22163572356253458,0.49002763519580944,0.7888536474852741
20,0.2157523011145328,0.45949218383351764,0.805618486633439
21,0.21727813115632222,0.50390718620073,0.7806977797915723
22,0.21739474057827013,0.448861008674568,0.8060715903942003
23,0.21022377623175884,0.48835858916015606,0.7947439963751699
24,0.20117081434264145,0.49783862984769206,0.7938377888536475
25,0.1985067526589495,0.5149280595655187,0.7933846850928863
26,0.19876931160553304,0.5427120881459807,0.7725419120978704
27,0.20662589080746566,0.4696667304825448,0.8019936565473493
28,0.19690832729406607,0.4857936206315511,0.7924784775713638
29,0.1912470350374661,0.48234458708579475,0.7924784775713638
30,0.19061589415302518,0.4952630441708429,0.7879474399637517
31,0.18804574188382,0.5017677247659297,0.7893067512460353
32,0.18081085074520717,0.5008491774355064,0.7811508835523335
33,0.18291585348674846,0.49519372329379185,0.7874943362029905
34,0.1745607043166433,0.48732175805960837,0.7942908926144087
35,0.1782823361706323,0.5127523244102454,0.7766198459447213
36,0.177521863825626,0.504694692057941,0.7838695061169008
37,0.17319854059115605,0.5103762596237967,0.7861350249207069
38,0.17660240612836287,0.48851810087161635,0.790666062528319
